user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
myloasm_nextpolish_0942_SemiBin_295	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp027669365	GCA_027669365.1	95	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp027669365	95.69	0.853	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	"GCA_027669365.1, s__Collinsella sp027669365, 95.0, 95.69, 0.853; GCA_905205405.1, s__Collinsella sp905205405, 95.06, 95.18, 0.845; GCA_958451615.1, s__Collinsella sp958451615, 95.17, 94.93, 0.84; GCA_902490405.1, s__Collinsella sp902490405, 95.0, 94.89, 0.848; GCA_937922225.1, s__Collinsella sp937922225, 95.14, 94.87, 0.852; GCA_905197595.1, s__Collinsella sp905197595, 95.0, 94.85, 0.856; GCA_905214435.1, s__Collinsella sp905214435, 95.07, 94.83, 0.857; GCF_003436275.1, s__Collinsella sp003436275, 95.62, 94.67, 0.819; GCA_900544895.1, s__Collinsella sp900544895, 95.07, 94.65, 0.863; GCA_958433005.1, s__Collinsella sp958433005, 95.0, 94.63, 0.841; GCF_028207065.1, s__Collinsella aerofaciens_AR, 95.07, 94.63, 0.805; GCA_900540855.1, s__Collinsella sp900540855, 95.0, 94.61, 0.828; GCA_905214285.1, s__Collinsella sp905214285, 95.26, 94.56, 0.832; GCA_902493145.1, s__Collinsella sp902493145, 95.02, 94.52, 0.858; GCA_902466075.1, s__Collinsella sp902466075, 95.04, 94.52, 0.837; GCA_019419425.1, s__Collinsella sp019419425, 95.0, 94.47, 0.815; GCA_958443265.1, s__Collinsella sp958443265, 95.0, 94.35, 0.8; GCF_009876115.1, s__Collinsella aerofaciens_N, 95.0, 94.35, 0.799; GCA_938011935.1, s__Collinsella sp938011935, 95.06, 94.35, 0.732; GCA_019413925.1, s__Collinsella sp019413925, 95.0, 94.33, 0.827; GCA_902494855.1, s__Collinsella sp902494855, 95.0, 94.26, 0.816; GCA_900551015.1, s__Collinsella sp900551015, 95.0, 94.23, 0.838; GCA_900552995.1, s__Collinsella sp900552995, 95.09, 94.18, 0.778; GCA_900552895.1, s__Collinsella sp900552895, 95.0, 94.02, 0.799; GCA_900754275.1, s__Collinsella sp900754275, 95.06, 93.96, 0.817; GCA_902462065.1, s__Collinsella sp902462065, 95.0, 93.86, 0.824; GCA_902478865.1, s__Collinsella sp902478865, 95.12, 93.85, 0.792; GCA_959020715.1, s__Collinsella sp959020715, 95.0, 93.82, 0.809; GCA_905199455.1, s__Collinsella aerofaciens_AW, 95.3, 93.81, 0.802; GCA_900754435.1, s__Collinsella sp900754435, 95.32, 93.81, 0.781; GCA_900549575.1, s__Collinsella sp900549575, 95.0, 93.81, 0.779; GCA_900546965.1, s__Collinsella sp900546965, 95.3, 93.73, 0.792; GCA_902468695.1, s__Collinsella sp902468695, 95.0, 93.7, 0.787; GCA_958441355.1, s__Collinsella sp958441355, 95.28, 93.69, 0.815; GCA_900550515.1, s__Collinsella sp900550515, 95.01, 93.62, 0.79; GCA_008668795.1, s__Collinsella aerofaciens_AS, 95.0, 93.6, 0.717; GCA_900551185.1, s__Collinsella sp900551185, 95.3, 93.58, 0.778; GCA_902489955.1, s__Collinsella sp902489955, 95.04, 93.56, 0.798; GCA_902494605.1, s__Collinsella sp902494605, 95.0, 93.56, 0.792; GCA_902474645.1, s__Collinsella sp902474645, 95.18, 93.56, 0.786; GCA_937934165.1, s__Collinsella sp937934165, 95.08, 93.55, 0.772; GCA_900549745.1, s__Collinsella sp900549745, 95.0, 93.54, 0.801; GCA_900554905.1, s__Collinsella sp900554905, 95.02, 93.54, 0.784; GCA_958408685.1, s__Collinsella sp958408685, 95.02, 93.52, 0.822; GCA_902490305.1, s__Collinsella sp902490305, 95.0, 93.52, 0.812; GCA_900541005.1, s__Collinsella sp900541005, 95.0, 93.52, 0.799; GCA_900541245.1, s__Collinsella sp900541245, 95.0, 93.48, 0.781; GCA_902465015.1, s__Collinsella sp902465015, 95.0, 93.47, 0.822; GCA_905197585.1, s__Collinsella sp905197585, 95.06, 93.47, 0.762; GCA_902495945.1, s__Collinsella sp902495945, 95.0, 93.45, 0.79; GCA_014871665.1, s__Collinsella sp014871665, 95.0, 93.44, 0.777; GCA_900550195.1, s__Collinsella sp900550195, 95.04, 93.43, 0.793; GCA_902363125.1, s__Collinsella sp902363125, 95.02, 93.43, 0.776; GCA_938023085.1, s__Collinsella sp938023085, 95.0, 93.42, 0.778; GCA_905207495.1, s__Collinsella sp905207495, 95.66, 93.41, 0.768; GCA_902470915.1, s__Collinsella sp902470915, 95.0, 93.4, 0.798; GCF_025289055.1, s__Collinsella sp900549025, 95.15, 93.38, 0.785; GCA_902492935.1, s__Collinsella sp902492935, 95.0, 93.38, 0.781; GCA_902491915.1, s__Collinsella sp902491915, 95.0, 93.36, 0.797; GCF_964239575.1, s__Collinsella aerofaciens_BQ, 95.02, 93.35, 0.75; GCA_900752015.1, s__Collinsella sp900752015, 95.16, 93.32, 0.792; GCA_902494035.1, s__Collinsella sp902494035, 95.0, 93.32, 0.786; GCA_902493985.1, s__Collinsella sp902493985, 95.0, 93.31, 0.793; GCA_900541055.1, s__Collinsella sp900541055, 95.0, 93.29, 0.778; GCA_900541125.1, s__Collinsella sp900541125, 95.0, 93.27, 0.78; GCA_937982065.1, s__Collinsella sp937982065, 95.01, 93.27, 0.759; GCA_902475475.1, s__Collinsella sp902475475, 95.3, 93.26, 0.811; GCA_963657575.1, s__Collinsella sp963657575, 95.32, 93.25, 0.629; GCA_958348225.1, s__Collinsella sp958348225, 95.0, 93.22, 0.815; GCA_900755685.1, s__Collinsella sp900755685, 95.04, 93.22, 0.802; GCA_963621725.1, s__Collinsella sp963621725, 95.13, 93.22, 0.767; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 93.22, 0.763; GCA_900542125.1, s__Collinsella sp900542125, 95.0, 93.21, 0.783; GCF_040098165.1, s__Collinsella sp040098165, 95.33, 93.21, 0.774; GCA_900543515.1, s__Collinsella sp900543515, 95.0, 93.21, 0.773; GCA_902493545.1, s__Collinsella sp902493545, 95.03, 93.21, 0.772; GCA_958420205.1, s__Collinsella sp958420205, 95.17, 93.19, 0.802; GCA_018368055.1, s__Collinsella sp018368055, 95.0, 93.18, 0.764; GCF_964240045.1, s__Collinsella sp902469555, 95.11, 93.18, 0.743; GCA_900541875.1, s__Collinsella sp900541875, 95.0, 93.16, 0.807; GCA_900541205.1, s__Collinsella sp900541205, 95.0, 93.16, 0.784; GCA_018382125.1, s__Collinsella sp018382125, 95.0, 93.16, 0.784; GCA_036298225.1, s__Collinsella sp036298225, 95.0, 93.16, 0.777; GCA_902497065.1, s__Collinsella sp902497065, 95.0, 93.16, 0.776; GCA_937950325.1, s__Collinsella sp937950325, 95.01, 93.16, 0.756; GCA_938045065.1, s__Collinsella sp938045065, 95.11, 93.16, 0.715; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 93.11, 0.804; GCF_039752955.1, s__Collinsella aerofaciens_BI, 95.0, 93.11, 0.78; GCA_902494715.1, s__Collinsella sp902494715, 95.0, 93.1, 0.786; GCA_900751695.1, s__Collinsella sp900751695, 95.0, 93.08, 0.804; GCA_900551555.1, s__Collinsella sp900551555, 95.0, 93.08, 0.787; GCA_900765115.1, s__Collinsella sp900765115, 95.0, 93.08, 0.752; GCA_902470265.1, s__Collinsella sp902470265, 95.0, 93.07, 0.73; GCA_900754445.1, s__Collinsella sp900754445, 95.0, 93.06, 0.785; GCA_902496375.1, s__Collinsella sp902496375, 95.0, 93.05, 0.771; GCA_905204735.1, s__Collinsella sp905204735, 95.08, 93.01, 0.763; GCA_900545605.1, s__Collinsella sp900545605, 95.0, 92.98, 0.761; GCA_902495085.1, s__Collinsella sp902495085, 95.09, 92.96, 0.754; GCF_015546965.1, s__Collinsella aerofaciens_X, 95.0, 92.73, 0.77; GCF_015548375.1, s__Collinsella aerofaciens_AB, 95.01, 92.7, 0.71"	97.02	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_296	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	GCF_003024685.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	98.59	0.869	GCF_003024685.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	98.59	0.869	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 92.22, 0.712; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 90.53, 0.599; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 90.49, 0.616; GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 89.3, 0.534"	93.03	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_304	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	96.67	0.792	GCF_900167555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	96.67	0.792	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 88.93, 0.51; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 88.37, 0.475; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.32, 0.484; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.5, 0.42; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 84.68, 0.253; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 83.13, 0.231; GCF_934561205.1, s__Gemmiger sp934561205, 95.0, 82.65, 0.221; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 82.49, 0.198; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 82.06, 0.184; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 81.89, 0.187; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 81.42, 0.189"	97.28	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_36	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785	GCA_003478035.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785	98.12	0.879	GCA_003478035.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785	98.12	0.879	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_003480435.1, s__Pilosibacter sp900066055, 95.0, 88.34, 0.465; GCF_032490495.1, s__Pilosibacter fragilis, 95.0, 87.43, 0.41; GCA_934370915.1, s__Pilosibacter sp934370915, 95.0, 87.12, 0.319; GCA_902496665.1, s__Pilosibacter sp902496665, 95.0, 86.82, 0.411; GCA_963622995.1, s__Pilosibacter sp963622995, 95.0, 85.28, 0.351; GCA_963646925.1, s__Pilosibacter sp963646925, 95.0, 85.23, 0.358"	40.49	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_74	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa	GCF_003024715.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa	98.26	0.845	GCF_003024715.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa	98.26	0.845	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.72	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_82	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	GCA_900637705.1	95	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	98.83	0.867	GCA_900637705.1	95	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	98.83	0.867	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_002356455.1, s__Fusobacterium_A varium_A, 95.0, 89.96, 0.712; GCF_900683735.1, s__Fusobacterium_A ulcerans_A, 95.0, 89.5, 0.695; GCA_040395555.1, s__Fusobacterium_A ulcerans_B, 95.0, 89.48, 0.383; GCF_032477075.1, s__Fusobacterium_A sp032477075, 95.0, 89.02, 0.626; GCF_003019675.1, s__Fusobacterium_A ulcerans, 95.0, 88.5, 0.622"	52.12	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_85	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	GCF_029023785.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	99.45	0.947	GCF_029023785.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	99.45	0.947	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_015751045.1, s__Enterococcus_B lactis, 95.0, 94.11, 0.838; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 80.9, 0.17"	93.49	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_90	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	97.97	0.937	GCF_000296465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	97.97	0.937	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	54.37	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_103	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	GCF_003482105.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	98.06	0.858	GCF_003482105.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000433075	98.06	0.858	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.55	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_109	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp905214955	GCA_905214955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp905214955	98.88	0.863	GCA_905214955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp905214955	98.88	0.863	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	57.05	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_119	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	GCF_020687045.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	96.76	0.868	GCF_020687045.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	96.76	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 90.88, 0.617; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 82.91, 0.205"	69.3	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_140	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	GCA_900542395.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	95.69	0.689	GCA_900542395.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542395	95.69	0.689	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900542445.1, s__Ventricola sp900542445, 95.0, 91.46, 0.599; GCA_934630975.1, s__Ventricola sp934630975, 95.0, 89.07, 0.518; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 88.0, 0.466; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 87.78, 0.437; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 83.76, 0.156; GCA_934643825.1, s__Ventricola sp934643825, 95.0, 82.91, 0.157; GCA_934631055.1, s__Ventricola sp934631055, 95.0, 82.86, 0.161"	45.67	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_162	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter welbionis	GCF_005121165.3	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter welbionis	99.25	0.948	GCF_005121165.3	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter welbionis	99.25	0.948	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_019118935.1, s__Oscillibacter pullicola, 95.0, 93.44, 0.801; GCA_019118505.1, s__Oscillibacter excrementavium, 95.0, 87.84, 0.555; GCA_019118245.1, s__Oscillibacter excrementigallinarum, 95.0, 87.64, 0.596; GCA_019119105.1, s__Oscillibacter avistercoris, 95.0, 87.55, 0.5; GCA_946494635.1, s__Oscillibacter sp946494635, 95.0, 86.47, 0.279; GCA_944382995.1, s__Oscillibacter sp944382995, 95.0, 85.43, 0.336; GCA_018228705.1, s__Oscillibacter sp018228705, 95.0, 83.16, 0.26; GCA_945873695.1, s__Oscillibacter sp945873695, 95.0, 82.13, 0.162; GCA_944387015.1, s__Oscillibacter sp944387015, 95.0, 82.0, 0.181; GCF_902476875.1, s__Oscillibacter sp902476875, 95.0, 81.67, 0.159; GCF_947625655.1, s__Oscillibacter sp947625655, 95.0, 81.4, 0.155; GCF_900544955.1, s__Oscillibacter sp900544955, 95.0, 81.28, 0.157; GCA_036321865.1, s__Oscillibacter sp905200545, 95.0, 81.25, 0.184; GCF_900770295.1, s__Oscillibacter sp900770295, 95.0, 81.2, 0.162"	75.28	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_167	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245	GCA_900542245.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245	96.72	0.608	GCA_900542245.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245	96.72	0.608	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900551415.1, s__CAG-238 sp900551415, 95.0, 89.09, 0.337; GCA_934271235.1, s__CAG-238 sp934271235, 95.0, 84.3, 0.188"	48.09	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_19	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	GCA_900553545.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	98.16	0.74	GCA_900553545.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	98.16	0.74	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_905214155.1, s__CAG-170 sp905214155, 95.0, 92.94, 0.539; GCA_900555665.1, s__CAG-170 sp900555665, 95.0, 86.31, 0.311; GCA_002298695.1, s__CAG-170 sp002298695, 95.0, 85.63, 0.273; GCA_934661135.1, s__CAG-170 sp934661135, 95.0, 83.44, 0.227"	70.95	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_2	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_033096465.1, s__Blautia_A luti, 95.0, 94.23, 0.538; GCF_014297245.1, s__Blautia_A difficilis, 95.0, 91.62, 0.39; GCA_934426285.1, s__Blautia_A sp934426285, 95.0, 90.11, 0.312; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 85.45, 0.215; GCA_003471165.1, s__Blautia_A sp003471165, 95.0, 85.28, 0.227; GCF_025148125.1, s__Blautia_A wexlerae, 95.13, 85.24, 0.195; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 84.76, 0.171; GCF_934416185.1, s__Blautia_A sp934416185, 95.0, 83.96, 0.168; GCA_003477525.1, s__Blautia_A sp003477525, 95.0, 83.79, 0.168; GCA_934409175.1, s__Blautia_A sp934409175, 95.0, 83.07, 0.197"	34.45	11	0.98654	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 11.7% of markers with multiple hits
myloasm_nextpolish_4143_SemiBin_226	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter faecalis_A	GCF_029218125.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter faecalis_A	98.11	0.896	GCF_029218125.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter faecalis_A	98.11	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_014297285.1, s__Oscillibacter segnis, 95.0, 84.13, 0.286; GCA_900544105.1, s__Oscillibacter sp900544105, 95.0, 83.47, 0.214; GCA_900550685.1, s__Oscillibacter sp900550685, 95.0, 82.11, 0.189; GCA_900544615.1, s__Oscillibacter sp900544615, 95.0, 81.23, 0.178"	37.75	11	N/A	N/A
myloasm_nextpolish_4143_SemiBin_46	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter excrementipullorum	GCA_018713975.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter excrementipullorum	98.7	0.682	GCA_018713975.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter excrementipullorum	98.7	0.682	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	66.78	11	N/A	N/A
