user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MetaMDBG_8373_SemiBin_274	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	GCA_000980705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	98.56	0.798	GCA_000980705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	98.56	0.798	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 86.56, 0.449; GCA_963590855.1, s__Ruminococcus_C sp963590855, 95.0, 86.53, 0.429; GCF_000468015.1, s__Ruminococcus_C callidus, 95.0, 85.67, 0.329	95.97	11	N/A	N/A
MetaMDBG_8373_SemiBin_315	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	97.48	0.804	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	97.48	0.804	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 91.9, 0.677; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 89.99, 0.609; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 88.92, 0.569; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 88.44, 0.537	90.98	11	N/A	N/A
MetaMDBG_8373_SemiBin_55	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila	GCF_025567265.1	96.98	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A amylophila	98.19	0.774	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_025567265.1, s__Dorea_A amylophila, 96.98, 98.19, 0.774; GCA_019421265.1, s__Dorea_A sp019421265, 95.0, 98.12, 0.537; GCF_000424345.1, s__Dorea_A longicatena_C, 95.0, 97.18, 0.725; GCA_934309195.1, s__Dorea_A sp934309195, 95.0, 94.62, 0.776; GCF_025150085.1, s__Dorea_A longicatena, 95.0, 91.54, 0.583; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 90.6, 0.613; GCA_963595255.1, s__Dorea_A sp963595255, 95.0, 88.13, 0.458; GCA_934295165.1, s__Dorea_A sp934295165, 95.0, 87.14, 0.424; GCF_934294775.1, s__Dorea_A sp934294775, 95.0, 84.76, 0.288	91.12	11	N/A	N/A
MetaMDBG_8373_SemiBin_67	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	GCF_000154985.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.42	0.88	GCF_000154985.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	98.42	0.88	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 95.11, 0.754; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 94.41, 0.756; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 94.38, 0.831; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 90.7, 0.713; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 90.63, 0.695; GCF_000187265.1, s__Streptococcus equinus, 95.0, 88.18, 0.603; GCA_000283635.1, s__Streptococcus macedonicus, 95.0, 86.43, 0.419; GCF_934196125.1, s__Streptococcus sp934196125, 96.52, 85.99, 0.399; GCF_004843545.1, s__Streptococcus pasteurianus, 96.18, 85.78, 0.363; GCF_002000985.1, s__Streptococcus gallolyticus, 96.94, 85.46, 0.39; GCA_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 84.31, 0.335; GCA_963588325.1, s__Streptococcus sp963588325, 95.0, 83.95, 0.367; GCA_019116645.1, s__Streptococcus faecavium, 95.0, 80.73, 0.15	91.9	11	N/A	N/A
MetaMDBG_8373_SemiBin_73	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis_A	GCF_001553605.1	95.0	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis_A	98.88	0.883	GCF_001553605.1	95.0	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis_A	98.88	0.883	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018379785.1, s__Desulfovibrio sp018379785, 95.0, 95.07, 0.782; GCF_009696265.1, s__Desulfovibrio porci, 95.0, 86.84, 0.44; GCA_000403945.1, s__Desulfovibrio sp000403945, 95.0, 85.35, 0.286; GCA_910575755.1, s__Desulfovibrio sp910575755, 95.0, 83.37, 0.276	75.22	11	N/A	N/A
MetaMDBG_8373_SemiBin_82	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	N/A	N/A	N/A	N/A	N/A	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	95.21	0.435	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934307335.1, s__Dorea sp934307335, 95.0, 85.76, 0.187	55.88	11	0.99602	Genome has more than 19.2% of markers with multiple hits
MetaMDBG_8915_SemiBin_197	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 93.32, 0.356; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 91.8, 0.189; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 91.77, 0.288; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 91.61, 0.257; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 91.6, 0.307; GCF_002222615.2, s__Bacteroides caccae, 95.0, 90.93, 0.181; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 90.79, 0.224; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 90.33, 0.281; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 89.94, 0.179; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 89.84, 0.28; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 89.84, 0.269; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 89.76, 0.266; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 88.68, 0.197; GCF_900106755.1, s__Bacteroides faecis, 95.0, 84.8, 0.161; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.55, 0.196; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 84.49, 0.169; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 83.41, 0.179	60.39	11	0.98922	N/A
MetaMDBG_8915_SemiBin_296	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	GCA_025757985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	96.16	0.736	GCA_025757985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	96.16	0.736	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900167555.1, s__Gemmiger formicilis, 95.0, 87.79, 0.474; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 87.55, 0.446; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.66, 0.41; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 85.95, 0.411; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 83.67, 0.234; GCF_934561205.1, s__Gemmiger sp934561205, 95.0, 82.76, 0.236; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 82.71, 0.198; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 82.69, 0.221; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 81.82, 0.182; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 81.82, 0.179; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 81.45, 0.177	85.48	11	N/A	N/A
MetaMDBG_942_SemiBin_109	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	GCF_003122485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	98.49	0.808	GCF_003122485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus_A	98.49	0.808	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546495.1, s__Eubacterium_I sp900546495, 95.0, 91.86, 0.72; GCA_963587975.1, s__Eubacterium_I sp963587975, 95.0, 88.16, 0.355; GCA_963617435.1, s__Eubacterium_I sp963617435, 95.0, 87.68, 0.37; GCF_934295145.1, s__Eubacterium_I sp934295145, 95.0, 87.37, 0.391; GCA_963659325.1, s__Eubacterium_I sp963659325, 95.0, 87.35, 0.361; GCA_934358495.1, s__Eubacterium_I sp934358495, 95.0, 86.9, 0.352; GCA_902475415.1, s__Eubacterium_I sp902475415, 95.0, 86.02, 0.182; GCA_022781925.1, s__Eubacterium_I sp022781925, 95.0, 85.46, 0.296; GCF_000469345.1, s__Eubacterium_I ramulus, 95.0, 85.34, 0.266; GCA_934317205.1, s__Eubacterium_I sp934317205, 95.0, 84.72, 0.253	75.89	11	N/A	Genome has more than 10.0% of markers with multiple hits
MetaMDBG_942_SemiBin_111	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D hominis	GCF_014287705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D hominis	98.58	0.809	GCF_014287705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D hominis	98.58	0.809	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030538915.1, s__Dorea_D sp030538915, 95.0, 84.0, 0.19	83.3	11	N/A	N/A
MetaMDBG_942_SemiBin_12	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	97.21	0.609	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	97.21	0.609	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 88.89, 0.344; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 87.13, 0.268; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 85.5, 0.23; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 85.09, 0.246; GCF_025566865.1, s__Blautia_A acetigignens, 95.0, 84.45, 0.207; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 84.17, 0.151; GCA_029101305.1, s__Blautia_A sp029101305, 95.0, 84.14, 0.196; GCA_934364795.1, s__Blautia_A sp934364795, 95.0, 82.06, 0.152	72.26	11	N/A	N/A
MetaMDBG_942_SemiBin_122	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	99.02	0.848	GCF_003473545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	99.02	0.848	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_025758065.1, s__Enterocloster sp900541315, 95.0, 88.86, 0.463; GCA_963644495.1, s__Enterocloster sp963644495, 95.0, 88.38, 0.513; GCA_963611035.1, s__Enterocloster sp963611035, 95.0, 88.31, 0.536; GCA_963621525.1, s__Enterocloster sp963621525, 95.0, 88.15, 0.525; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 86.84, 0.445	88.24	11	N/A	N/A
MetaMDBG_942_SemiBin_132	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	97.69	0.699	GCF_025150245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	97.69	0.699	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934307335.1, s__Dorea sp934307335, 95.0, 86.01, 0.352	88.72	11	N/A	N/A
MetaMDBG_942_SemiBin_2	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	GCA_003481745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	98.19	0.819	GCA_003481745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	98.19	0.819	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022717655.1, s__Blautia sp022717655, 95.0, 93.63, 0.575	84.02	11	N/A	Genome has more than 10.0% of markers with multiple hits
MetaMDBG_942_SemiBin_206	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter fragilis	GCF_032490495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter fragilis	97.73	0.757	GCF_032490495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter fragilis	97.73	0.757	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902496665.1, s__Pilosibacter sp902496665, 95.0, 94.07, 0.74; GCA_003480435.1, s__Pilosibacter sp900066055, 95.0, 93.65, 0.625; GCA_934370915.1, s__Pilosibacter sp934370915, 95.0, 91.29, 0.587; GCA_963622995.1, s__Pilosibacter sp963622995, 95.0, 89.57, 0.517; GCA_003478035.1, s__Pilosibacter sp900066785, 95.0, 89.48, 0.436; GCA_963646925.1, s__Pilosibacter sp963646925, 95.0, 88.43, 0.481	92.85	11	N/A	N/A
MetaMDBG_942_SemiBin_26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	GCF_000154845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	97.74	0.723	GCF_000154845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	97.74	0.723	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 97.35, 0.381; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 97.05, 0.406; GCF_037890145.1, s__Phocaeicola sp000436795, 95.0, 84.57, 0.367; GCA_000432735.1, s__Phocaeicola sp000432735, 95.0, 83.1, 0.35	88.68	11	N/A	N/A
MetaMDBG_942_SemiBin_38	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	95.75	0.411	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902786155.1, s__Agathobacter sp900317585, 95.0, 94.78, 0.32; GCA_937935345.1, s__Agathobacter sp900546625, 95.0, 93.9, 0.348; GCA_934365945.1, s__Agathobacter sp934365945, 95.0, 91.57, 0.262	30.92	11	1.0	N/A
MetaMDBG_942_SemiBin_99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	GCF_002222615.2	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	98.78	0.784	GCF_002222615.2	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	98.78	0.784	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 94.6, 0.417; GCF_012113595.1, s__Bacteroides faecium, 95.0, 84.36, 0.33; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 84.08, 0.31; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 83.27, 0.151; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 83.24, 0.262; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 83.14, 0.277; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 82.88, 0.182; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 82.78, 0.221; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 82.73, 0.247; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 82.6, 0.253; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 82.38, 0.262; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 82.28, 0.224; GCA_030295565.1, s__Bacteroides finegoldii, 95.0, 82.22, 0.19; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 82.19, 0.247; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 82.16, 0.197; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 82.1, 0.199; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 82.09, 0.226; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 81.63, 0.199; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 81.57, 0.181; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 81.55, 0.212; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.83, 81.38, 0.175; GCF_900547205.1, s__Bacteroides sp900547205, 95.0, 81.18, 0.164; GCF_900106755.1, s__Bacteroides faecis, 95.0, 81.13, 0.172; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 80.53, 0.159	73.29	11	N/A	N/A
MetaMDBG_sr_4143_SemiBin_234	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	GCF_024330295.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	96.42	0.757	GCF_024330295.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	96.42	0.757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_040095255.1, s__Prevotella sinensis, 95.79, 95.12, 0.665; GCA_022741625.1, s__Prevotella sp022741625, 95.0, 95.04, 0.663; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 94.66, 0.59; GCF_026095235.1, s__Prevotella sp900557035, 95.0, 94.54, 0.637; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 94.05, 0.715; GCA_900551985.1, s__Prevotella sp900551985, 95.0, 94.05, 0.658; GCA_900765465.1, s__Prevotella sp900765465, 95.0, 92.92, 0.615; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 90.85, 0.459; GCF_019249655.2, s__Prevotella sp900767615, 96.51, 89.54, 0.427; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 89.5, 0.403; GCF_016803255.1, s__Prevotella copri_M, 95.0, 89.09, 0.426; GCA_021640525.1, s__Prevotella copri_S, 96.89, 88.62, 0.335; GCF_009494395.1, s__Prevotella sp900546535, 95.0, 88.61, 0.395; GCA_021618535.1, s__Prevotella copri_O, 96.81, 88.48, 0.371; GCF_003465495.1, s__Prevotella copri_G, 96.6, 88.3, 0.354; GCA_963594575.1, s__Prevotella sp963594575, 96.24, 88.3, 0.27; GCA_021635485.1, s__Prevotella copri_P, 96.24, 88.01, 0.305; GCF_024330485.1, s__Prevotella copri_L, 97.07, 87.99, 0.341; GCA_003463005.1, s__Prevotella copri_I, 95.0, 87.98, 0.312; GCA_963639495.1, s__Prevotella sp963639495, 96.3, 87.96, 0.286; GCF_009494485.1, s__Prevotella copri_K, 96.86, 87.88, 0.349; GCF_026015625.1, s__Prevotella copri_H, 97.07, 87.88, 0.348; GCA_021628325.1, s__Prevotella copri_R, 96.77, 87.85, 0.315; GCA_021623045.1, s__Prevotella copri_T, 96.37, 87.8, 0.339; GCA_959596915.1, s__Prevotella copri_N, 96.9, 87.77, 0.35; GCF_949820605.1, s__Prevotella sp934191715, 96.29, 87.53, 0.322; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 87.48, 0.4; GCF_015074785.1, s__Prevotella sp015074785, 96.84, 87.48, 0.339; GCA_021622245.1, s__Prevotella copri_J, 96.23, 87.41, 0.344; GCF_026015465.1, s__Prevotella copri_E, 96.59, 87.38, 0.328; GCF_019127135.1, s__Prevotella sp900551275, 95.0, 87.36, 0.32; GCF_026015295.1, s__Prevotella copri_C, 97.02, 87.35, 0.317; GCA_021615735.1, s__Prevotella copri_Q, 96.46, 87.26, 0.368; GCF_009494835.1, s__Prevotella copri_F, 96.78, 87.18, 0.344; GCF_019249795.2, s__Prevotella copri_B, 96.93, 86.96, 0.335; GCF_032490515.1, s__Prevotella sp934202525, 95.18, 86.77, 0.292; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 86.5, 0.334; GCF_025151535.1, s__Prevotella copri, 96.45, 86.49, 0.326; GCF_019249725.2, s__Prevotella sp945863825, 95.77, 84.6, 0.19; GCF_004535825.1, s__Prevotella hominis, 95.0, 84.21, 0.163; GCA_900548535.1, s__Prevotella intestinihominis, 95.0, 82.49, 0.198; GCA_002297965.1, s__Prevotella papionis, 95.0, 81.72, 0.186	97.84	11	N/A	N/A
